customer_id,primary_segment,customer_persona,retention_risk,cross_sell_opportunity,genai_targeting_priority,product_id,product_name,recommendation_score,recommendation_confidence,recommendation_reason,campaign_objective,marketing_angle,campaign_priority,recommendation_strength,campaign_context_ready
C000285,Premium High-Value,Premium Digital Customer,Low Risk,Moderate Cross-Sell Opportunity,Priority 3,P008,Premium Banking,0.6990369093962276,Medium,customer profile supports premium banking services; high transaction activity; strong digital affinity,Cross-Sell,Introduce a complementary product and highlight premium services and exclusive benefits,Priority 3,0.6990369093962276,True
C000286,Premium High-Value,Premium Digital Customer,Low Risk,Moderate Cross-Sell Opportunity,Priority 2,P008,Premium Banking,0.6948514047184746,Medium,customer profile supports premium banking services; high transaction activity; strong digital affinity,Cross-Sell,Introduce a complementary product and highlight premium services and exclusive benefits,Priority 2,0.6948514047184746,True
C000287,Premium High-Value,Premium Relationship Customer,High Risk,Moderate Cross-Sell Opportunity,Priority 3,P004,Personal Loan,0.5866580374205086,Medium,financial capacity and transaction activity support borrowing needs; high transaction activity; strong segment fit,Retention,Strengthen the customer relationship while highlight flexible financing and convenience,Priority 3,0.5866580374205086,True
C000288,Core Active,Core Relationship Customer,Critical Risk,Low Cross-Sell Opportunity,Priority 3,P007,Term Insurance,0.3629933970762685,Low,customer profile indicates potential protection needs; strong digital affinity,Retention,Strengthen the customer relationship while highlight financial protection and security,Priority 3,0.3629933970762685,True
C000289,At Risk,At-Risk Declining Customer,Critical Risk,Low Cross-Sell Opportunity,Priority 3,P007,Term Insurance,0.2527658021896412,Low,customer profile indicates potential protection needs,Retention,Strengthen the customer relationship while highlight financial protection and security,Priority 3,0.2527658021896412,True
C000290,Core Active,Core Relationship Customer,High Risk,Moderate Cross-Sell Opportunity,Priority 3,P003,Rewards Credit Card,0.343659713871306,Low,spending and transaction patterns support a rewards credit card,Retention,"Strengthen the customer relationship while highlight rewards, benefits and spending value",Priority 3,0.343659713871306,True
C000291,Core Active,Core Relationship Customer,Low Risk,Moderate Cross-Sell Opportunity,Priority 3,P007,Term Insurance,0.3729234389938725,Low,customer profile indicates potential protection needs,Cross-Sell,Introduce a complementary product and highlight financial protection and security,Priority 3,0.3729234389938725,True
C000292,Premium High-Value,Premium Relationship Customer,Moderate Risk,Moderate Cross-Sell Opportunity,Priority 3,P003,Rewards Credit Card,0.5815023247475196,Medium,spending and transaction patterns support a rewards credit card; strong segment fit,Cross-Sell,"Introduce a complementary product and highlight rewards, benefits and spending value",Priority 3,0.5815023247475196,True
C000293,Premium High-Value,Premium Relationship Customer,Moderate Risk,Moderate Cross-Sell Opportunity,Priority 2,P004,Personal Loan,0.6656008401341488,Medium,financial capacity and transaction activity support borrowing needs; high transaction activity; strong segment fit,Cross-Sell,Introduce a complementary product and highlight flexible financing and convenience,Priority 2,0.6656008401341488,True
C000294,Premium High-Value,Premium Relationship Customer,Low Risk,Moderate Cross-Sell Opportunity,Priority 2,P003,Rewards Credit Card,0.6403916162928156,Medium,spending and transaction patterns support a rewards credit card; strong segment fit; positive response to previous recommendations,Cross-Sell,"Introduce a complementary product and highlight rewards, benefits and spending value",Priority 2,0.6403916162928156,True
C000295,Core Active,Core Relationship Customer,Low Risk,Moderate Cross-Sell Opportunity,Priority 3,P007,Term Insurance,0.3871309869217228,Low,customer profile indicates potential protection needs,Cross-Sell,Introduce a complementary product and highlight financial protection and security,Priority 3,0.3871309869217228,True
C000296,Premium High-Value,Premium Digital Customer,Low Risk,Moderate Cross-Sell Opportunity,Priority 2,P003,Rewards Credit Card,0.8664568264217462,High,spending and transaction patterns support a rewards credit card; strong income profile; high transaction activity,Cross-Sell,"Introduce a complementary product and highlight rewards, benefits and spending value",Priority 2,0.8664568264217462,True
C000297,Premium High-Value,Premium Digital Customer,Low Risk,Moderate Cross-Sell Opportunity,Priority 2,P008,Premium Banking,0.6865122233334713,Medium,customer profile supports premium banking services; high transaction activity; strong digital affinity,Cross-Sell,Introduce a complementary product and highlight premium services and exclusive benefits,Priority 2,0.6865122233334713,True
C000298,Dormant / Declining,Dormant Reactivation Target,Critical Risk,Low Cross-Sell Opportunity,Priority 3,P007,Term Insurance,0.2224686026940347,Low,customer profile indicates potential protection needs,Retention,Strengthen the customer relationship while highlight financial protection and security,Priority 3,0.2224686026940347,True
C000299,Core Active,Core Relationship Customer,Low Risk,Moderate Cross-Sell Opportunity,Priority 3,P004,Personal Loan,0.43147568899165,Low,financial capacity and transaction activity support borrowing needs,Cross-Sell,Introduce a complementary product and highlight flexible financing and convenience,Priority 3,0.43147568899165,True
C000300,Core Active,Core Relationship Customer,Low Risk,Moderate Cross-Sell Opportunity,Priority 3,P003,Rewards Credit Card,0.4117094076755058,Low,spending and transaction patterns support a rewards credit card,Cross-Sell,"Introduce a complementary product and highlight rewards, benefits and spending value",Priority 3,0.4117094076755058,True
C000301,Core Active,Core Relationship Customer,Moderate Risk,Moderate Cross-Sell Opportunity,Priority 2,P003,Rewards Credit Card,0.4016993629667089,Low,spending and transaction patterns support a rewards credit card,Cross-Sell,"Introduce a complementary product and highlight rewards, benefits and spending value",Priority 2,0.4016993629667089,True
C000302,Core Active,Core Relationship Customer,Low Risk,Moderate Cross-Sell Opportunity,Priority 3,P008,Premium Banking,0.3740812429971863,Low,customer profile supports premium banking services,Cross-Sell,Introduce a complementary product and highlight premium services and exclusive benefits,Priority 3,0.3740812429971863,True
C000303,Core Active,Core Digital Customer,Moderate Risk,Moderate Cross-Sell Opportunity,Priority 3,P008,Premium Banking,0.4532277247052512,Low,customer profile supports premium banking services; positive response to previous recommendations,Cross-Sell,Introduce a complementary product and highlight premium services and exclusive benefits,Priority 3,0.4532277247052512,True
C000304,Core Active,Core Relationship Customer,Moderate Risk,Moderate Cross-Sell Opportunity,Priority 3,P004,Personal Loan,0.4356088871640138,Low,financial capacity and transaction activity support borrowing needs,Cross-Sell,Introduce a complementary product and highlight flexible financing and convenience,Priority 3,0.4356088871640138,True
C000305,At Risk,At-Risk Engagement Customer,Critical Risk,Low Cross-Sell Opportunity,Priority 4,P007,Term Insurance,0.233366303609193,Low,customer profile indicates potential protection needs,Retention,Strengthen the customer relationship while highlight financial protection and security,Priority 4,0.233366303609193,True
C000306,Core Active,Core Relationship Customer,High Risk,Low Cross-Sell Opportunity,Priority 3,P003,Rewards Credit Card,0.4388072072136762,Low,spending and transaction patterns support a rewards credit card; positive response to previous recommendations,Retention,"Strengthen the customer relationship while highlight rewards, benefits and spending value",Priority 3,0.4388072072136762,True
C000307,Premium High-Value,Premium Relationship Customer,Low Risk,Moderate Cross-Sell Opportunity,Priority 2,P003,Rewards Credit Card,0.6548955002146819,Medium,spending and transaction patterns support a rewards credit card; high transaction activity; strong segment fit,Cross-Sell,"Introduce a complementary product and highlight rewards, benefits and spending value",Priority 2,0.6548955002146819,True
C000308,At Risk,At-Risk Declining Customer,Critical Risk,Low Cross-Sell Opportunity,Priority 4,P007,Term Insurance,0.2197865328394299,Low,customer profile indicates potential protection needs,Retention,Strengthen the customer relationship while highlight financial protection and security,Priority 4,0.2197865328394299,True
C000309,Dormant / Declining,Dormant Reactivation Target,Critical Risk,Moderate Cross-Sell Opportunity,Priority 3,P007,Term Insurance,0.2394467817329182,Low,customer profile indicates potential protection needs,Retention,Strengthen the customer relationship while highlight financial protection and security,Priority 3,0.2394467817329182,True
C000310,Dormant / Declining,Dormant Reactivation Target,Critical Risk,Low Cross-Sell Opportunity,Priority 4,P007,Term Insurance,0.1389677170589641,Low,customer profile indicates potential protection needs,Retention,Strengthen the customer relationship while highlight financial protection and security,Priority 4,0.1389677170589641,True
C000311,Core Active,Core Relationship Customer,Moderate Risk,Moderate Cross-Sell Opportunity,Priority 3,P003,Rewards Credit Card,0.4226500372428509,Low,spending and transaction patterns support a rewards credit card,Cross-Sell,"Introduce a complementary product and highlight rewards, benefits and spending value",Priority 3,0.4226500372428509,True
C000312,Premium High-Value,Premium Digital Customer,Low Risk,Moderate Cross-Sell Opportunity,Priority 2,P003,Rewards Credit Card,0.7911909896897531,High,spending and transaction patterns support a rewards credit card; high transaction activity; strong digital affinity,Cross-Sell,"Introduce a complementary product and highlight rewards, benefits and spending value",Priority 2,0.7911909896897531,True
C000313,Premium High-Value,Premium Relationship Customer,Low Risk,Moderate Cross-Sell Opportunity,Priority 3,P004,Personal Loan,0.6063943028594077,Medium,financial capacity and transaction activity support borrowing needs; strong digital affinity; strong segment fit,Cross-Sell,Introduce a complementary product and highlight flexible financing and convenience,Priority 3,0.6063943028594077,True
C000314,Core Active,Core Relationship Customer,High Risk,Moderate Cross-Sell Opportunity,Priority 3,P008,Premium Banking,0.4380265469339218,Low,customer profile supports premium banking services; strong digital affinity,Retention,Strengthen the customer relationship while highlight premium services and exclusive benefits,Priority 3,0.4380265469339218,True
C000315,Core Active,Core Relationship Customer,Low Risk,Moderate Cross-Sell Opportunity,Priority 3,P003,Rewards Credit Card,0.3861587895456597,Low,spending and transaction patterns support a rewards credit card,Cross-Sell,"Introduce a complementary product and highlight rewards, benefits and spending value",Priority 3,0.3861587895456597,True
C000316,Core Active,Core Relationship Customer,Moderate Risk,Moderate Cross-Sell Opportunity,Priority 3,P008,Premium Banking,0.3589627702512218,Low,customer profile supports premium banking services,Cross-Sell,Introduce a complementary product and highlight premium services and exclusive benefits,Priority 3,0.3589627702512218,True
C000317,Core Active,Core Relationship Customer,Moderate Risk,Moderate Cross-Sell Opportunity,Priority 3,P004,Personal Loan,0.4204509897657995,Low,financial capacity and transaction activity support borrowing needs,Cross-Sell,Introduce a complementary product and highlight flexible financing and convenience,Priority 3,0.4204509897657995,True
C000318,Core Active,Core Relationship Customer,Moderate Risk,Moderate Cross-Sell Opportunity,Priority 3,P003,Rewards Credit Card,0.4785115936831441,Low,spending and transaction patterns support a rewards credit card; positive response to previous recommendations,Cross-Sell,"Introduce a complementary product and highlight rewards, benefits and spending value",Priority 3,0.4785115936831441,True
C000319,Core Active,Core Relationship Customer,Low Risk,Moderate Cross-Sell Opportunity,Priority 3,P003,Rewards Credit Card,0.3918686267498568,Low,spending and transaction patterns support a rewards credit card,Cross-Sell,"Introduce a complementary product and highlight rewards, benefits and spending value",Priority 3,0.3918686267498568,True
C000320,Core Active,Core Relationship Customer,Moderate Risk,Low Cross-Sell Opportunity,Priority 3,P006,Mutual Fund Plan,0.3607634644567689,Low,financial capacity indicates potential for investment products; positive response to previous recommendations,Engagement,Highlight wealth creation and investment potential,Priority 3,0.3607634644567689,True
C000321,At Risk,At-Risk Engagement Customer,Critical Risk,Low Cross-Sell Opportunity,Priority 3,P007,Term Insurance,0.2282432276799951,Low,customer profile indicates potential protection needs,Retention,Strengthen the customer relationship while highlight financial protection and security,Priority 3,0.2282432276799951,True
C000322,Core Active,Core Relationship Customer,Moderate Risk,Moderate Cross-Sell Opportunity,Priority 2,P008,Premium Banking,0.4212587212657134,Low,customer profile supports premium banking services,Cross-Sell,Introduce a complementary product and highlight premium services and exclusive benefits,Priority 2,0.4212587212657134,True
C000323,Core Active,Core Relationship Customer,High Risk,Low Cross-Sell Opportunity,Priority 4,P008,Premium Banking,0.2974401886973841,Low,customer profile supports premium banking services,Retention,Strengthen the customer relationship while highlight premium services and exclusive benefits,Priority 4,0.2974401886973841,True
C000324,Premium High-Value,Premium Relationship Customer,High Risk,Moderate Cross-Sell Opportunity,Priority 3,P004,Personal Loan,0.6200454157557918,Medium,financial capacity and transaction activity support borrowing needs; strong segment fit,Retention,Strengthen the customer relationship while highlight flexible financing and convenience,Priority 3,0.6200454157557918,True
C000325,Premium High-Value,Premium Digital Customer,Moderate Risk,Moderate Cross-Sell Opportunity,Priority 2,P003,Rewards Credit Card,0.6394439919957248,Medium,spending and transaction patterns support a rewards credit card; high transaction activity; strong digital affinity,Cross-Sell,"Introduce a complementary product and highlight rewards, benefits and spending value",Priority 2,0.6394439919957248,True
C000326,Premium High-Value,Premium Relationship Customer,Moderate Risk,Moderate Cross-Sell Opportunity,Priority 2,P008,Premium Banking,0.5770202748479517,Medium,customer profile supports premium banking services; strong segment fit,Cross-Sell,Introduce a complementary product and highlight premium services and exclusive benefits,Priority 2,0.5770202748479517,True
C000327,Core Active,Core Relationship Customer,Low Risk,Moderate Cross-Sell Opportunity,Priority 3,P008,Premium Banking,0.4210645552183597,Low,customer profile supports premium banking services,Cross-Sell,Introduce a complementary product and highlight premium services and exclusive benefits,Priority 3,0.4210645552183597,True
C000328,Core Active,Core Relationship Customer,Moderate Risk,Moderate Cross-Sell Opportunity,Priority 3,P008,Premium Banking,0.4027206747102803,Low,customer profile supports premium banking services,Cross-Sell,Introduce a complementary product and highlight premium services and exclusive benefits,Priority 3,0.4027206747102803,True
C000329,Core Active,Core Relationship Customer,Low Risk,Moderate Cross-Sell Opportunity,Priority 3,P003,Rewards Credit Card,0.4286068102932798,Low,spending and transaction patterns support a rewards credit card,Cross-Sell,"Introduce a complementary product and highlight rewards, benefits and spending value",Priority 3,0.4286068102932798,True
C000330,Core Active,Core Digital Customer,Moderate Risk,Moderate Cross-Sell Opportunity,Priority 2,P003,Rewards Credit Card,0.4868916586450388,Low,spending and transaction patterns support a rewards credit card; strong digital affinity,Cross-Sell,"Introduce a complementary product and highlight rewards, benefits and spending value",Priority 2,0.4868916586450388,True
C000331,Core Active,Core Relationship Customer,Moderate Risk,Moderate Cross-Sell Opportunity,Priority 3,P003,Rewards Credit Card,0.4077187858050647,Low,spending and transaction patterns support a rewards credit card,Cross-Sell,"Introduce a complementary product and highlight rewards, benefits and spending value",Priority 3,0.4077187858050647,True
C000332,At Risk,At-Risk Engagement Customer,Critical Risk,Low Cross-Sell Opportunity,Priority 4,P007,Term Insurance,0.2521185930675028,Low,customer profile indicates potential protection needs,Retention,Strengthen the customer relationship while highlight financial protection and security,Priority 4,0.2521185930675028,True
C000333,Premium High-Value,Premium Digital Customer,Low Risk,Moderate Cross-Sell Opportunity,Priority 3,P008,Premium Banking,0.5754652181605152,Medium,customer profile supports premium banking services; strong digital affinity; strong segment fit,Cross-Sell,Introduce a complementary product and highlight premium services and exclusive benefits,Priority 3,0.5754652181605152,True
C000334,Core Active,Core Relationship Customer,High Risk,Moderate Cross-Sell Opportunity,Priority 3,P003,Rewards Credit Card,0.4356474565836813,Low,spending and transaction patterns support a rewards credit card; positive response to previous recommendations,Retention,"Strengthen the customer relationship while highlight rewards, benefits and spending value",Priority 3,0.4356474565836813,True
C000335,Core Active,Core Relationship Customer,Critical Risk,Low Cross-Sell Opportunity,Priority 4,P008,Premium Banking,0.3107322720548993,Low,customer profile supports premium banking services,Retention,Strengthen the customer relationship while highlight premium services and exclusive benefits,Priority 4,0.3107322720548993,True
C000336,Core Active,Core Digital Customer,Moderate Risk,Moderate Cross-Sell Opportunity,Priority 3,P003,Rewards Credit Card,0.4461033455527489,Low,spending and transaction patterns support a rewards credit card; strong digital affinity,Cross-Sell,"Introduce a complementary product and highlight rewards, benefits and spending value",Priority 3,0.4461033455527489,True
C000337,Core Active,Core Relationship Customer,Low Risk,Moderate Cross-Sell Opportunity,Priority 2,P004,Personal Loan,0.392902203951097,Low,financial capacity and transaction activity support borrowing needs,Cross-Sell,Introduce a complementary product and highlight flexible financing and convenience,Priority 2,0.392902203951097,True
C000338,Premium High-Value,Premium Digital Customer,Low Risk,Moderate Cross-Sell Opportunity,Priority 2,P008,Premium Banking,0.6369404789811708,Medium,customer profile supports premium banking services; strong digital affinity; strong segment fit,Cross-Sell,Introduce a complementary product and highlight premium services and exclusive benefits,Priority 2,0.6369404789811708,True
C000339,Core Active,Core Relationship Customer,Low Risk,Moderate Cross-Sell Opportunity,Priority 2,P003,Rewards Credit Card,0.5387331847022951,Low,spending and transaction patterns support a rewards credit card; strong digital affinity,Cross-Sell,"Introduce a complementary product and highlight rewards, benefits and spending value",Priority 2,0.5387331847022951,True
C000340,Core Active,Core Relationship Customer,High Risk,Moderate Cross-Sell Opportunity,Priority 3,P008,Premium Banking,0.3098611714234006,Low,customer profile supports premium banking services,Retention,Strengthen the customer relationship while highlight premium services and exclusive benefits,Priority 3,0.3098611714234006,True
C000341,Core Active,Core Relationship Customer,Moderate Risk,Moderate Cross-Sell Opportunity,Priority 3,P008,Premium Banking,0.3992435000912424,Low,customer profile supports premium banking services,Cross-Sell,Introduce a complementary product and highlight premium services and exclusive benefits,Priority 3,0.3992435000912424,True
C000342,Premium High-Value,Premium Relationship Customer,High Risk,Moderate Cross-Sell Opportunity,Priority 2,P008,Premium Banking,0.7502674282772072,High,customer profile supports premium banking services; strong income profile; high spending activity,Retention,Strengthen the customer relationship while highlight premium services and exclusive benefits,Priority 2,0.7502674282772072,True
C000343,Core Active,Core Relationship Customer,Moderate Risk,Moderate Cross-Sell Opportunity,Priority 3,P008,Premium Banking,0.3852938101167823,Low,customer profile supports premium banking services,Cross-Sell,Introduce a complementary product and highlight premium services and exclusive benefits,Priority 3,0.3852938101167823,True
C000344,Core Active,Core Relationship Customer,High Risk,Low Cross-Sell Opportunity,Priority 3,P003,Rewards Credit Card,0.392005701203284,Low,spending and transaction patterns support a rewards credit card; strong digital affinity,Retention,"Strengthen the customer relationship while highlight rewards, benefits and spending value",Priority 3,0.392005701203284,True
C000345,Premium High-Value,Premium Relationship Customer,High Risk,Low Cross-Sell Opportunity,Priority 3,P007,Term Insurance,0.4708693316905122,Low,customer profile indicates potential protection needs; strong segment fit,Retention,Strengthen the customer relationship while highlight financial protection and security,Priority 3,0.4708693316905122,True
C000346,Core Active,Core Digital Customer,High Risk,Low Cross-Sell Opportunity,Priority 3,P008,Premium Banking,0.3778034596947525,Low,customer profile supports premium banking services; strong digital affinity,Retention,Strengthen the customer relationship while highlight premium services and exclusive benefits,Priority 3,0.3778034596947525,True
C000347,Premium High-Value,Premium Relationship Customer,Low Risk,Moderate Cross-Sell Opportunity,Priority 3,P004,Personal Loan,0.6897614376816392,Medium,financial capacity and transaction activity support borrowing needs; high transaction activity; strong segment fit,Cross-Sell,Introduce a complementary product and highlight flexible financing and convenience,Priority 3,0.6897614376816392,True
C000348,Core Active,Core Relationship Customer,Moderate Risk,Moderate Cross-Sell Opportunity,Priority 3,P003,Rewards Credit Card,0.4719151738572261,Low,spending and transaction patterns support a rewards credit card; strong digital affinity,Cross-Sell,"Introduce a complementary product and highlight rewards, benefits and spending value",Priority 3,0.4719151738572261,True
C000349,Core Active,Core Relationship Customer,Critical Risk,Low Cross-Sell Opportunity,Priority 4,P008,Premium Banking,0.2644762738865677,Low,customer profile supports premium banking services,Retention,Strengthen the customer relationship while highlight premium services and exclusive benefits,Priority 4,0.2644762738865677,True
C000350,Core Active,Core Relationship Customer,High Risk,Moderate Cross-Sell Opportunity,Priority 4,P008,Premium Banking,0.2929495774261226,Low,customer profile supports premium banking services,Retention,Strengthen the customer relationship while highlight premium services and exclusive benefits,Priority 4,0.2929495774261226,True
C000351,Core Active,Core Relationship Customer,Moderate Risk,Moderate Cross-Sell Opportunity,Priority 3,P003,Rewards Credit Card,0.47816214878207,Low,spending and transaction patterns support a rewards credit card,Cross-Sell,"Introduce a complementary product and highlight rewards, benefits and spending value",Priority 3,0.47816214878207,True
C000352,Core Active,Core Relationship Customer,High Risk,Low Cross-Sell Opportunity,Priority 3,P007,Term Insurance,0.3357018450742405,Low,customer profile indicates potential protection needs,Retention,Strengthen the customer relationship while highlight financial protection and security,Priority 3,0.3357018450742405,True
C000353,Premium High-Value,Premium Digital Customer,Moderate Risk,Moderate Cross-Sell Opportunity,Priority 2,P008,Premium Banking,0.837436359888293,High,customer profile supports premium banking services; high transaction activity; strong digital affinity,Cross-Sell,Introduce a complementary product and highlight premium services and exclusive benefits,Priority 2,0.837436359888293,True
C000354,At Risk,At-Risk Engagement Customer,Critical Risk,Low Cross-Sell Opportunity,Priority 4,P007,Term Insurance,0.2002987221466771,Low,customer profile indicates potential protection needs,Retention,Strengthen the customer relationship while highlight financial protection and security,Priority 4,0.2002987221466771,True
C000355,At Risk,At-Risk Declining Customer,Critical Risk,Moderate Cross-Sell Opportunity,Priority 3,P008,Premium Banking,0.3733865100171095,Low,customer profile supports premium banking services; strong digital affinity; positive response to previous recommendations,Retention,Strengthen the customer relationship while highlight premium services and exclusive benefits,Priority 3,0.3733865100171095,True
C000356,Premium High-Value,Premium Digital Customer,Low Risk,Moderate Cross-Sell Opportunity,Priority 2,P005,Home Loan,1.0,High,financial capacity supports a potential home financing need; strong income profile; strong account balance,Cross-Sell,Introduce a complementary product and highlight long-term home financing value,Priority 2,1.0,True
C000357,Premium High-Value,Premium Relationship Customer,Moderate Risk,Moderate Cross-Sell Opportunity,Priority 3,P004,Personal Loan,0.5183578716708247,Low,financial capacity and transaction activity support borrowing needs; strong segment fit,Cross-Sell,Introduce a complementary product and highlight flexible financing and convenience,Priority 3,0.5183578716708247,True
C000358,Core Active,Core Relationship Customer,Critical Risk,Moderate Cross-Sell Opportunity,Priority 3,P008,Premium Banking,0.3834178421644457,Low,customer profile supports premium banking services; strong digital affinity,Retention,Strengthen the customer relationship while highlight premium services and exclusive benefits,Priority 3,0.3834178421644457,True
C000359,Core Active,Core Digital Customer,High Risk,Moderate Cross-Sell Opportunity,Priority 4,P008,Premium Banking,0.3498719794674497,Low,customer profile supports premium banking services; strong digital affinity,Retention,Strengthen the customer relationship while highlight premium services and exclusive benefits,Priority 4,0.3498719794674497,True
C000360,Core Active,Core Digital Customer,Moderate Risk,Moderate Cross-Sell Opportunity,Priority 3,P003,Rewards Credit Card,0.4329278585261996,Low,spending and transaction patterns support a rewards credit card; strong digital affinity,Cross-Sell,"Introduce a complementary product and highlight rewards, benefits and spending value",Priority 3,0.4329278585261996,True
C000361,Core Active,Core Relationship Customer,High Risk,Moderate Cross-Sell Opportunity,Priority 4,P003,Rewards Credit Card,0.3779499192355832,Low,spending and transaction patterns support a rewards credit card; strong digital affinity,Retention,"Strengthen the customer relationship while highlight rewards, benefits and spending value",Priority 4,0.3779499192355832,True
C000362,Premium High-Value,Premium Relationship Customer,Moderate Risk,Moderate Cross-Sell Opportunity,Priority 2,P007,Term Insurance,0.7797333350551411,High,customer profile indicates potential protection needs; strong income profile; high transaction activity,Cross-Sell,Introduce a complementary product and highlight financial protection and security,Priority 2,0.7797333350551411,True
C000363,Core Active,Core Relationship Customer,Low Risk,Moderate Cross-Sell Opportunity,Priority 3,P003,Rewards Credit Card,0.4821185185939072,Low,spending and transaction patterns support a rewards credit card,Cross-Sell,"Introduce a complementary product and highlight rewards, benefits and spending value",Priority 3,0.4821185185939072,True
C000364,Core Active,Core Relationship Customer,Moderate Risk,Moderate Cross-Sell Opportunity,Priority 3,P008,Premium Banking,0.4185042395402027,Low,customer profile supports premium banking services,Cross-Sell,Introduce a complementary product and highlight premium services and exclusive benefits,Priority 3,0.4185042395402027,True
C000365,Core Active,Core Relationship Customer,Critical Risk,Moderate Cross-Sell Opportunity,Priority 3,P008,Premium Banking,0.3940565967449878,Low,customer profile supports premium banking services,Retention,Strengthen the customer relationship while highlight premium services and exclusive benefits,Priority 3,0.3940565967449878,True
C000366,Core Active,Core Relationship Customer,High Risk,Low Cross-Sell Opportunity,Priority 3,P008,Premium Banking,0.399812742722876,Low,customer profile supports premium banking services; positive response to previous recommendations,Retention,Strengthen the customer relationship while highlight premium services and exclusive benefits,Priority 3,0.399812742722876,True
C000367,Core Active,Core Digital Customer,Moderate Risk,Moderate Cross-Sell Opportunity,Priority 2,P003,Rewards Credit Card,0.4598446063167881,Low,spending and transaction patterns support a rewards credit card; strong digital affinity,Cross-Sell,"Introduce a complementary product and highlight rewards, benefits and spending value",Priority 2,0.4598446063167881,True
C000368,Core Active,Core Relationship Customer,Low Risk,Moderate Cross-Sell Opportunity,Priority 3,P007,Term Insurance,0.4253942321751094,Low,customer profile indicates potential protection needs,Cross-Sell,Introduce a complementary product and highlight financial protection and security,Priority 3,0.4253942321751094,True
C000369,Core Active,Core Relationship Customer,Critical Risk,Moderate Cross-Sell Opportunity,Priority 3,P003,Rewards Credit Card,0.3974252604951575,Low,spending and transaction patterns support a rewards credit card; strong digital affinity,Retention,"Strengthen the customer relationship while highlight rewards, benefits and spending value",Priority 3,0.3974252604951575,True
C000370,Premium High-Value,Premium Relationship Customer,Moderate Risk,Moderate Cross-Sell Opportunity,Priority 2,P008,Premium Banking,0.8005130379560678,High,customer profile supports premium banking services; strong account balance; strong segment fit,Cross-Sell,Introduce a complementary product and highlight premium services and exclusive benefits,Priority 2,0.8005130379560678,True
C000371,Premium High-Value,Premium Cross-Sell Opportunity,Low Risk,High Cross-Sell Opportunity,Priority 2,P004,Personal Loan,0.6700322166548659,Medium,financial capacity and transaction activity support borrowing needs; strong segment fit,Cross-Sell,Introduce a complementary product and highlight flexible financing and convenience,Priority 2,0.6700322166548659,True
C000372,Dormant / Declining,Dormant Reactivation Target,Critical Risk,Low Cross-Sell Opportunity,Priority 3,P006,Mutual Fund Plan,0.2353326535044994,Low,financial capacity indicates potential for investment products,Retention,Strengthen the customer relationship while highlight wealth creation and investment potential,Priority 3,0.2353326535044994,True
C000373,Core Active,Core Relationship Customer,High Risk,Moderate Cross-Sell Opportunity,Priority 3,P007,Term Insurance,0.3676923614860972,Low,customer profile indicates potential protection needs,Retention,Strengthen the customer relationship while highlight financial protection and security,Priority 3,0.3676923614860972,True
C000374,Premium High-Value,Premium Digital Customer,Low Risk,Moderate Cross-Sell Opportunity,Priority 2,P008,Premium Banking,0.6729280042685168,Medium,customer profile supports premium banking services; strong digital affinity; strong segment fit,Cross-Sell,Introduce a complementary product and highlight premium services and exclusive benefits,Priority 2,0.6729280042685168,True
C000375,Core Active,Core Cross-Sell Opportunity,Low Risk,High Cross-Sell Opportunity,Priority 2,P007,Term Insurance,0.5353354222443905,Low,customer profile indicates potential protection needs; high transaction activity,Cross-Sell,Introduce a complementary product and highlight financial protection and security,Priority 2,0.5353354222443905,True
C000376,Core Active,Core Digital Customer,High Risk,Moderate Cross-Sell Opportunity,Priority 4,P003,Rewards Credit Card,0.372965937235766,Low,spending and transaction patterns support a rewards credit card; strong digital affinity,Retention,"Strengthen the customer relationship while highlight rewards, benefits and spending value",Priority 4,0.372965937235766,True
C000377,Core Active,Core Digital Customer,Moderate Risk,Moderate Cross-Sell Opportunity,Priority 3,P008,Premium Banking,0.3721252809897404,Low,customer profile supports premium banking services; strong digital affinity,Cross-Sell,Introduce a complementary product and highlight premium services and exclusive benefits,Priority 3,0.3721252809897404,True
C000378,Core Active,Core Relationship Customer,Moderate Risk,Moderate Cross-Sell Opportunity,Priority 4,P003,Rewards Credit Card,0.3098208243525714,Low,spending and transaction patterns support a rewards credit card,Cross-Sell,"Introduce a complementary product and highlight rewards, benefits and spending value",Priority 4,0.3098208243525714,True
C000379,Core Active,Core Relationship Customer,High Risk,Low Cross-Sell Opportunity,Priority 3,P006,Mutual Fund Plan,0.3269033483756366,Low,financial capacity indicates potential for investment products,Retention,Strengthen the customer relationship while highlight wealth creation and investment potential,Priority 3,0.3269033483756366,True
C000380,Core Active,Core Relationship Customer,Moderate Risk,Low Cross-Sell Opportunity,Priority 3,P004,Personal Loan,0.3797628946313399,Low,financial capacity and transaction activity support borrowing needs,Engagement,Highlight flexible financing and convenience,Priority 3,0.3797628946313399,True
C000381,Premium High-Value,Premium Digital Customer,Low Risk,Moderate Cross-Sell Opportunity,Priority 2,P005,Home Loan,0.7641256769323062,High,financial capacity supports a potential home financing need; high transaction activity; strong digital affinity,Cross-Sell,Introduce a complementary product and highlight long-term home financing value,Priority 2,0.7641256769323062,True
C000382,Core Active,Core Relationship Customer,High Risk,Low Cross-Sell Opportunity,Priority 4,P007,Term Insurance,0.3635152873505105,Low,customer profile indicates potential protection needs,Retention,Strengthen the customer relationship while highlight financial protection and security,Priority 4,0.3635152873505105,True
